region,zone,yield_kg_ha,year,yield_tpha,Field,station_name,g_pente_mo,drainage,tmean,tmax,tmin,rain_mm,ppt_mm,snow_cm
6,5,12896,2022,12.896,F3,MARIEVILLE,0.0,SUB,,12.74,2.75,919.5,1049.0,144.5
6,5,12896,2022,12.896,F4,MONTRÉAL-ST-HUBERT,0.0,LPI,18.414473684210527,23.88486842105263,12.896052631578948,0.0,667.9,0.0
6,5,12896,2022,12.896,F5,MARIEVILLE,0.0,DJR,,12.74,2.75,919.5,1049.0,144.5
6,5,12896,2022,12.896,F6,MARIEVILLE,0.0,LPI,,12.74,2.75,919.5,1049.0,144.5
6,5,12896,2022,12.896,F8,VERCHÈRES,0.0,MSU,,24.440522875816995,13.215686274509803,574.4,574.4,0.0
6,5,12896,2022,12.896,F9,SOREL,0.0,SJU,,12.0,2.96,976.3,1185.1,228.4
6,5,12896,2022,12.896,IRDA-32,MONTRÉAL-ST-HUBERT,0.0,SUB,18.414473684210527,23.88486842105263,12.896052631578948,0.0,667.9,0.0
6,5,12896,2022,12.896,IRDA-35,MONTRÉAL-ST-HUBERT,0.0,SUB,18.414473684210527,23.88486842105263,12.896052631578948,0.0,667.9,0.0
6,5,12896,2022,12.896,IRDA-36,MONTRÉAL-ST-HUBERT,0.0,SUB,18.414473684210527,23.88486842105263,12.896052631578948,0.0,667.9,0.0
6,5,12896,2022,12.896,IRDA-38,MONTRÉAL-ST-HUBERT,0.0,SUB,18.414473684210527,23.88486842105263,12.896052631578948,0.0,667.9,0.0
6,5,12896,2022,12.896,IRDA-41,MONTRÉAL-ST-HUBERT,0.0,SUB,18.414473684210527,23.88486842105263,12.896052631578948,0.0,667.9,0.0
6,5,12896,2022,12.896,IRDA-80,MONTRÉAL-ST-HUBERT,0.0,SDM,18.414473684210527,23.88486842105263,12.896052631578948,0.0,667.9,0.0
6,5,11814,2023,11.814,F1,MONTRÉAL-ST-HUBERT,0.0,LPI,18.29271523178808,23.719205298013243,12.821192052980132,0.0,536.6,0.0
6,5,11814,2023,11.814,F10,VERCHÈRES,0.0,MSU,,24.311409395973158,13.072297297297297,529.9,529.9,0.0
6,5,11814,2023,11.814,F2,MARIEVILLE,0.0,SUB,,13.3,4.08,792.1,893.1,113.0
6,5,11814,2023,11.814,F3,MARIEVILLE,0.0,SUB,,13.3,4.08,792.1,893.1,113.0
6,5,11814,2023,11.814,F4,MONTRÉAL-ST-HUBERT,0.0,LPI,18.29271523178808,23.719205298013243,12.821192052980132,0.0,536.6,0.0
6,5,11814,2023,11.814,F5,MARIEVILLE,0.0,DJR,,13.3,4.08,792.1,893.1,113.0
6,5,11814,2023,11.814,F6,MARIEVILLE,0.0,LPI,,13.3,4.08,792.1,893.1,113.0
6,5,11814,2023,11.814,F8,VERCHÈRES,0.0,MSU,,24.311409395973158,13.072297297297297,529.9,529.9,0.0
6,5,11814,2023,11.814,F9,SOREL,0.0,SJU,,12.65,4.26,691.1,879.3,235.4
6,5,11814,2023,11.814,IRDA-32,MONTRÉAL-ST-HUBERT,0.0,SUB,18.29271523178808,23.719205298013243,12.821192052980132,0.0,536.6,0.0
6,5,11814,2023,11.814,IRDA-35,MONTRÉAL-ST-HUBERT,0.0,SUB,18.29271523178808,23.719205298013243,12.821192052980132,0.0,536.6,0.0
6,5,11814,2023,11.814,IRDA-36,MONTRÉAL-ST-HUBERT,0.0,SUB,18.29271523178808,23.719205298013243,12.821192052980132,0.0,536.6,0.0
6,5,11814,2023,11.814,IRDA-38,MONTRÉAL-ST-HUBERT,0.0,SUB,18.29271523178808,23.719205298013243,12.821192052980132,0.0,536.6,0.0
6,5,11814,2023,11.814,IRDA-41,MONTRÉAL-ST-HUBERT,0.0,SUB,18.29271523178808,23.719205298013243,12.821192052980132,0.0,536.6,0.0
6,5,11814,2023,11.814,IRDA-80,MONTRÉAL-ST-HUBERT,0.0,SDM,18.29271523178808,23.719205298013243,12.821192052980132,0.0,536.6,0.0
